,host_material,semiconductor_2,semiconductor_3,semiconductor_1_pct,semiconductor_2_pct,co_catalyst,co_catalyst_wt_pct,form,structure,bandgap_eV,full_catalyst,preparation_semiconductor,calcination_temp_semiconductor_C,calcination_time_semiconductor_h,preparation_photocatalyst,calcination_temp_photocatalyst_C,calcination_time_photocatalyst_h,light_type,light_source_type,light_power_W,light_power_reported,wavelength_cutoff_nm,is_xe_lamp,is_hg_lamp,is_led,is_uv,is_visible_light,catalyst_loading_g_L,catalyst_loading_mg,catalyst_loading_reported,reaction_volume_mL,glycerol_concentration_v_pct,glycerol_concentration_std,glycerol_concentration_reported,temperature_C,pH,HER_reported,HER_std_umol_g_h,DOI,source_url,paper_title,journal,year,authors,data_quality_flag,data_quality_note,confidence_HER,confidence_loading,confidence_volume,confidence_light,confidence_wavelength,confidence_pH,confidence_bandgap,metadata_completeness_score,experiment_hash,semi_bandgap_eV,semi_electron_affinity_eV,semi_dielectric,semi_crystal,semi_density,cocat_work_function,cocat_d_band_center,cocat_atomic_radius,cocat_electronegativity,cocat_price,log_HER
703,tio2,bi2o3,,91.73,,,,nanocomposite,anatase,,tio2/bi2o3,,,0.0,sol-gel,500.0,4.0,visible,xe lamp,350.0,350 w,420.0,1,0,0,0,1,0.2,20.0,0.2 g/l,100.0,10.0,1.3693,10 vol%,25.0,,133 μmol g⁻¹ h⁻¹,133.0,10.1016/j.cej.2017.02.033,https://doi.org/10.1016/j.cej.2017.02.033,improved hydrogen production from glycerol photoreforming over sol-gel derived tio2 coupled with metal oxides,chemical engineering journal,2017.0,wang et al.,needs_review,"catalyst loading calc: 0.2 g/l × 100.0 ml = 20.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; co_catalyst set to 'none': bare semiconductor; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff); doi resolved via crossref api",high,medium,high,high,medium,low,low,0.5,1be6a2cd645f022b,3.2,4.21,86.0,1.0,3.89,0.0,0.0,0.0,0.0,0.0,4.897839799950911
212,tio2,,,100.0,,cu-n,,nanotube,anatase-rutile,,xwt%cu-n/tio2,,,0.0,sol-gel,450.0,4.0,uv,hg lamp,450.0,450 w,,0,1,0,1,0,2.0,20.0,2 g/l,10.0,10.0,1.3693,10 vol%,30.0,,1615 μmol g⁻¹ h⁻¹,1615.0,10.1016/j.ceramint.2020.03.107,https://doi.org/10.1016/j.ceramint.2020.03.107,a facile synthesis of mesoporous α- fe2o3/tio2 nanocomposites for hydrogen evolution under visible light,ceramics international,2020.0,mohamed et al.,needs_review,catalyst loading calc: 2.0 g/l × 10.0 ml = 20.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; doi resolved via crossref api,high,medium,high,high,low,low,low,0.5,01d59547b4ca7b1a,3.2,4.21,86.0,1.0,3.89,4.9,-2.0,130.0,2.0,3.0,7.38770923908104
211,zno,,,100.0,,cu,8.0,nanoparticle,,,8wt%cu/zno,,,0.0,photodeposition,,0.0,uv,,15.0,15 w,,0,0,0,1,0,1.25,50.0,1.25 g/l,40.0,7.0,0.9585,7 vol%,50.0,,72 μmol g⁻¹ h⁻¹,72.0,10.3390/jcs7090361,https://doi.org/10.3390/jcs7090361,needs_verification,journal of composites science,2023.0,"suhag m, h. et al.",ok,catalyst loading calc: 1.25 g/l × 40.0 ml = 50.00 mg; glycerol std: (7.0/100×1261)/92.09 = 0.9585 m,high,medium,high,low,low,low,low,0.5,e36d2c7fb208e7be,3.37,4.35,8.5,3.0,5.61,4.65,-2.67,128.0,1.9,2.0,4.290459441148391
702,tio2,ag2o,,96.95,,,,nanocomposite,anatase,,tio2/ag2o,,,0.0,sol-gel,500.0,4.0,visible,xe lamp,350.0,350 w,420.0,1,0,0,0,1,0.2,20.0,0.2 g/l,100.0,10.0,1.3693,10 vol%,25.0,,175 μmol g⁻¹ h⁻¹,175.0,10.1016/j.cej.2017.02.033,https://doi.org/10.1016/j.cej.2017.02.033,improved hydrogen production from glycerol photoreforming over sol-gel derived tio2 coupled with metal oxides,chemical engineering journal,2017.0,wang et al.,needs_review,"catalyst loading calc: 0.2 g/l × 100.0 ml = 20.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; co_catalyst set to 'none': bare semiconductor; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff); doi resolved via crossref api",high,medium,high,high,medium,low,low,0.5,f5fc7ba5a1c487a0,3.2,4.21,86.0,1.0,3.89,0.0,0.0,0.0,0.0,0.0,5.170483995038151
701,tio2,,,100.0,,,,nanoparticle,anatase-rutile,3.2,tio2,,,0.0,,,0.0,visible,xe lamp,350.0,350 w,420.0,1,0,0,0,1,0.2,20.0,0.2 g/l,100.0,10.0,1.3693,10 vol%,25.0,,14.75 μmol g⁻¹ h⁻¹,14.75,10.1016/j.cej.2017.02.033,https://doi.org/10.1016/j.cej.2017.02.033,improved hydrogen production from glycerol photoreforming over sol-gel derived tio2 coupled with metal oxides,chemical engineering journal,2017.0,wang et al.,needs_review,"catalyst loading calc: 0.2 g/l × 100.0 ml = 20.00 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; co_catalyst set to 'none': bare semiconductor; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff); doi resolved via crossref api",high,medium,high,high,medium,low,high,0.5,35093910e2a98eb2,3.2,4.21,86.0,1.0,3.89,0.0,0.0,0.0,0.0,0.0,2.7568403652716422
700,tio2,,,100.0,,,,nanoparticle,anatase-rutile,,tio2,,,0.0,precipitation,,0.0,visible,,,,,0,0,0,0,1,0.2,5.0,0.2 g/l,25.0,5.0,0.6847,5 vol%,25.0,6.5,530 μmol g⁻¹ h⁻¹,530.0,10.1016/j.ijhydene.2018.12.045,https://doi.org/10.1016/j.ijhydene.2018.12.045,a new insight for photocatalytic hydrogen production by a cu/ni based cyanide bridged polymer as a cocatalyst on titania support in glycerol water mixture,international journal of hydrogen energy,2019.0,ibrahim et al.,needs_review,catalyst loading calc: 0.2 g/l × 25.0 ml = 5.00 mg; glycerol std: (5.0/100×1261)/92.09 = 0.6847 m; co_catalyst set to 'none': bare semiconductor; doi resolved via crossref api,high,medium,high,low,low,high,low,0.5,f1cb666bac0d8de2,3.2,4.21,86.0,1.0,3.89,0.0,0.0,0.0,0.0,0.0,6.274762021241939
699,tio2,,,100.0,,,,nanoparticle,anatase-rutile,,tio2,,,0.0,precipitation,,0.0,uv,,,,,0,0,0,1,0,0.2,5.0,0.2 g/l,25.0,5.0,0.6847,5 vol%,25.0,6.5,1500 μmol g⁻¹ h⁻¹,1500.0,10.1016/j.ijhydene.2014.07.073,https://doi.org/10.1016/j.ijhydene.2014.07.073,experimental design as a tool to study the reaction parameters in hydrogen production from photoinduced reforming of glycerol over cds photocatalyst,international journal of hydrogen energy,2014.0,bastos et al.,needs_review,catalyst loading calc: 0.2 g/l × 25.0 ml = 5.00 mg; glycerol std: (5.0/100×1261)/92.09 = 0.6847 m; co_catalyst set to 'none': bare semiconductor; doi resolved via crossref api,high,medium,high,low,low,high,low,0.5,7a86bf068bc5d07e,3.2,4.21,86.0,1.0,3.89,0.0,0.0,0.0,0.0,0.0,7.313886831633462
162,tio2,,,100.0,,cu,5.0,nanoparticle,anatase-rutile,2.56,5wt%cu/tio2,,,0.0,impregnation,450.0,5.0,visible,,400.0,400 w,,0,0,0,0,1,2.0,100.0,2 g/l,50.0,5.0,0.6847,5 vol%,25.0,,4900 μmol g⁻¹ h⁻¹,4900.0,10.1021/jp107405u,https://doi.org/10.1021/jp107405u,highly stabilized and finely dispersed cu2o/tio2: a promising visible sensitive photocatalyst for continuous production of hydrogen from glycerol: water mixtures,the journal of physical chemistry c,2010.0,lalitha et al.,needs_review,catalyst loading calc: 2.0 g/l × 50.0 ml = 100.00 mg; glycerol std: (5.0/100×1261)/92.09 = 0.6847 m; doi resolved via crossref api,high,medium,high,low,low,low,high,0.5,3d8a4268ec44cdbc,3.2,4.21,86.0,1.0,3.89,4.65,-2.67,128.0,1.9,2.0,8.497194544909547
161,tio2,,,100.0,,cu,5.0,nanoparticle,anatase-rutile,2.56,5wt%cu/tio2,,,0.0,impregnation,450.0,5.0,visible,,400.0,400 w,,0,0,0,0,1,2.0,100.0,2 g/l,50.0,5.0,0.6847,5 vol%,25.0,,1100 μmol g⁻¹ h⁻¹,1100.0,10.1016/j,https://doi.org/10.1016/j,needs_verification,molecular catalysis,2023.0,"balsamo s, a. et al.",ok,catalyst loading calc: 2.0 g/l × 50.0 ml = 100.00 mg; glycerol std: (5.0/100×1261)/92.09 = 0.6847 m,high,medium,high,low,low,low,high,0.5,170cce5d3d5bb14a,3.2,4.21,86.0,1.0,3.89,4.65,-2.67,128.0,1.9,2.0,7.00397413672268
160,tio2,,,100.0,,cu,2.0,nanoparticle,anatase-rutile,2.56,2wt%cu/tio2,,,0.0,impregnation,450.0,5.0,visible,,400.0,400 w,,0,0,0,0,1,2.0,100.0,2 g/l,50.0,5.0,0.6847,5 vol%,25.0,,8200 μmol g⁻¹ h⁻¹,8200.0,10.1021/jp107405u,https://doi.org/10.1021/jp107405u,highly stabilized and finely dispersed cu2o/tio2: a promising visible sensitive photocatalyst for continuous production of hydrogen from glycerol: water mixtures,the journal of physical chemistry c,2010.0,lalitha et al.,needs_review,catalyst loading calc: 2.0 g/l × 50.0 ml = 100.00 mg; glycerol std: (5.0/100×1261)/92.09 = 0.6847 m; doi resolved via crossref api,high,medium,high,low,low,low,high,0.5,9d6938e60d4b1124,3.2,4.21,86.0,1.0,3.89,4.65,-2.67,128.0,1.9,2.0,9.012011377036412
159,tio2,,,100.0,,cu,2.0,nanoparticle,anatase-rutile,2.52,2wt%cu/tio2,,,0.0,impregnation,350.0,5.0,visible,,400.0,400 w,,0,0,0,0,1,2.0,100.0,2 g/l,50.0,5.0,0.6847,5 vol%,25.0,,4100 μmol g⁻¹ h⁻¹,4100.0,10.1021/jp107405u,https://doi.org/10.1021/jp107405u,highly stabilized and finely dispersed cu2o/tio2: a promising visible sensitive photocatalyst for continuous production of hydrogen from glycerol: water mixtures,the journal of physical chemistry c,2010.0,lalitha et al.,needs_review,catalyst loading calc: 2.0 g/l × 50.0 ml = 100.00 mg; glycerol std: (5.0/100×1261)/92.09 = 0.6847 m; doi resolved via crossref api,high,medium,high,low,low,low,high,0.5,b237f8a603cf7039,3.2,4.21,86.0,1.0,3.89,4.65,-2.67,128.0,1.9,2.0,8.31898612539206
233,tio2,,,100.0,,la,7.0,nanoparticle,anatase,3.17,7wt%la/tio2,,,0.0,sol-gel,500.0,3.0,visible,xe lamp,35.0,35 w,420.0,1,0,0,0,1,0.83,99.6,0.83 g/l,120.0,10.0,1.3693,10 vol%,25.0,,9796 μmol g⁻¹ h⁻¹,9796.0,10.1016/j.ijhydene.2018.09.148,https://doi.org/10.1016/j.ijhydene.2018.09.148,challenges arising from the use of tio2/rgo/pt photocatalysts to produce hydrogen from crude glycerol compared to synthetic glycerol,international journal of hydrogen energy,2019.0,ribao et al.,needs_review,"catalyst loading calc: 0.83 g/l × 120.0 ml = 99.60 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff); doi resolved via crossref api",high,medium,high,high,medium,low,high,0.5,075d973513534e21,3.2,4.21,86.0,1.0,3.89,4.9,-2.0,130.0,2.0,3.0,9.189831495344642
698,tio2,cuo1-x,,95.0,,,,nanoparticle,anatase-rutile,,tio2/cuo1-x,,,0.0,photodeposition,,0.0,visible,xe lamp,300.0,300 w,420.0,1,0,0,0,1,0.1,20.0,0.1 g/l,200.0,5.0,0.6847,5 vol%,25.0,,849.88 μmol g⁻¹ h⁻¹,849.88,10.1016/j.ijhydene.2017.06.094,https://doi.org/10.1016/j.ijhydene.2017.06.094,in-situ photo-deposition cuo1-x cluster on tio2 for enhanced photocatalytic h2-production activity,international journal of hydrogen energy,2017.0,lin et al.,needs_review,"catalyst loading calc: 0.1 g/l × 200.0 ml = 20.00 mg; glycerol std: (5.0/100×1261)/92.09 = 0.6847 m; co_catalyst set to 'none': bare semiconductor; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff); doi resolved via crossref api",high,medium,high,high,medium,low,low,0.5,db6ea1df8473b39d,3.2,4.21,86.0,1.0,3.89,0.0,0.0,0.0,0.0,0.0,6.746271108054655
697,tio2,cuo1-x,,97.0,,,,nanoparticle,anatase-rutile,,tio2/cuo1-x,,,0.0,photodeposition,,0.0,visible,xe lamp,300.0,300 w,420.0,1,0,0,0,1,0.1,20.0,0.1 g/l,200.0,5.0,0.6847,5 vol%,25.0,,1307.5 μmol g⁻¹ h⁻¹,1307.5,10.1016/j.ijhydene.2017.06.094,https://doi.org/10.1016/j.ijhydene.2017.06.094,in-situ photo-deposition cuo1-x cluster on tio2 for enhanced photocatalytic h2-production activity,international journal of hydrogen energy,2017.0,lin et al.,needs_review,"catalyst loading calc: 0.1 g/l × 200.0 ml = 20.00 mg; glycerol std: (5.0/100×1261)/92.09 = 0.6847 m; co_catalyst set to 'none': bare semiconductor; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff); doi resolved via crossref api",high,medium,high,high,medium,low,low,0.5,a167b97437404cb3,3.2,4.21,86.0,1.0,3.89,0.0,0.0,0.0,0.0,0.0,7.1766367219702
696,tio2,cuo1-x,,99.0,,,,nanoparticle,anatase-rutile,,tio2/cuo1-x,,,0.0,photodeposition,,0.0,visible,xe lamp,300.0,300 w,420.0,1,0,0,0,1,0.1,20.0,0.1 g/l,200.0,5.0,0.6847,5 vol%,25.0,,1725 μmol g⁻¹ h⁻¹,1725.0,10.1016/j.ijhydene.2017.06.094,https://doi.org/10.1016/j.ijhydene.2017.06.094,in-situ photo-deposition cuo1-x cluster on tio2 for enhanced photocatalytic h2-production activity,international journal of hydrogen energy,2017.0,lin et al.,needs_review,"catalyst loading calc: 0.1 g/l × 200.0 ml = 20.00 mg; glycerol std: (5.0/100×1261)/92.09 = 0.6847 m; co_catalyst set to 'none': bare semiconductor; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff); doi resolved via crossref api",high,medium,high,high,medium,low,low,0.5,2ec0632ce7b109d5,3.2,4.21,86.0,1.0,3.89,0.0,0.0,0.0,0.0,0.0,7.453561871643373
695,tio2,cuo1-x,,99.5,,,,nanoparticle,anatase-rutile,,tio2/cuo1-x,,,0.0,photodeposition,,0.0,visible,xe lamp,300.0,300 w,420.0,1,0,0,0,1,0.1,20.0,0.1 g/l,200.0,5.0,0.6847,5 vol%,25.0,,1076.13 μmol g⁻¹ h⁻¹,1076.13,10.1016/j.ijhydene.2017.06.094,https://doi.org/10.1016/j.ijhydene.2017.06.094,in-situ photo-deposition cuo1-x cluster on tio2 for enhanced photocatalytic h2-production activity,international journal of hydrogen energy,2017.0,lin et al.,needs_review,"catalyst loading calc: 0.1 g/l × 200.0 ml = 20.00 mg; glycerol std: (5.0/100×1261)/92.09 = 0.6847 m; co_catalyst set to 'none': bare semiconductor; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff); doi resolved via crossref api",high,medium,high,high,medium,low,low,0.5,2a1bd0d7914b3a61,3.2,4.21,86.0,1.0,3.89,0.0,0.0,0.0,0.0,0.0,6.982055375535928
694,tio2,cuo1-x,,99.8,,,,nanoparticle,anatase-rutile,,tio2/cuo1-x,,,0.0,photodeposition,,0.0,visible,xe lamp,300.0,300 w,420.0,1,0,0,0,1,0.1,20.0,0.1 g/l,200.0,5.0,0.6847,5 vol%,25.0,,201.13 μmol g⁻¹ h⁻¹,201.13,10.1016/j.ijhydene.2017.06.094,https://doi.org/10.1016/j.ijhydene.2017.06.094,in-situ photo-deposition cuo1-x cluster on tio2 for enhanced photocatalytic h2-production activity,international journal of hydrogen energy,2017.0,lin et al.,needs_review,"catalyst loading calc: 0.1 g/l × 200.0 ml = 20.00 mg; glycerol std: (5.0/100×1261)/92.09 = 0.6847 m; co_catalyst set to 'none': bare semiconductor; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff); doi resolved via crossref api",high,medium,high,high,medium,low,low,0.5,386aad3dc6e14489,3.2,4.21,86.0,1.0,3.89,0.0,0.0,0.0,0.0,0.0,5.308911054758907
693,tio2,,,100.0,,,,nanoparticle,anatase-rutile,,tio2,,,0.0,photodeposition,,0.0,visible,xe lamp,300.0,300 w,420.0,1,0,0,0,1,0.1,20.0,0.1 g/l,200.0,5.0,0.6847,5 vol%,25.0,,10.06 μmol g⁻¹ h⁻¹,10.06,10.1016/j.ijhydene.2017.06.094,https://doi.org/10.1016/j.ijhydene.2017.06.094,in-situ photo-deposition cuo1-x cluster on tio2 for enhanced photocatalytic h2-production activity,international journal of hydrogen energy,2017.0,lin et al.,needs_review,"catalyst loading calc: 0.1 g/l × 200.0 ml = 20.00 mg; glycerol std: (5.0/100×1261)/92.09 = 0.6847 m; co_catalyst set to 'none': bare semiconductor; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff); doi resolved via crossref api",high,medium,high,high,medium,low,low,0.5,4f104ef23473dd13,3.2,4.21,86.0,1.0,3.89,0.0,0.0,0.0,0.0,0.0,2.403334996094189
687,tio2,niox,,90.0,,,,nanoparticle,anatase-rutile,,tio2/niox,,,0.0,impregnation,650.0,3.0,uv,hg lamp,500.0,500 w,,0,1,0,1,0,1.7,20.4,1.7 g/l,12.0,16.6,2.2731,16.6 vol%,50.0,,87.06 μmol g⁻¹ h⁻¹,87.06,10.1016/j.apcatb.2013.06.024,https://doi.org/10.1016/j.apcatb.2013.06.024,photocatalytic hydrogen production from glycerol and water with niox/tio2 catalysts,applied catalysis b: environmental,2014.0,liu and s. fujita and m. arai,needs_review,catalyst loading calc: 1.7 g/l × 12.0 ml = 20.40 mg; glycerol std: (16.6/100×1261)/92.09 = 2.2731 m; co_catalyst set to 'none': bare semiconductor; doi resolved via crossref api,high,medium,high,high,low,low,low,0.5,db6aa046e6740945,3.2,4.21,86.0,1.0,3.89,0.0,0.0,0.0,0.0,0.0,4.478018400327608
232,tio2,,,100.0,,la,5.0,nanoparticle,anatase,3.17,5wt%la/tio2,,,0.0,sol-gel,500.0,3.0,visible,xe lamp,35.0,35 w,420.0,1,0,0,0,1,0.83,99.6,0.83 g/l,120.0,10.0,1.3693,10 vol%,25.0,,11256 μmol g⁻¹ h⁻¹,11256.0,10.1016/j.ijhydene.2018.09.148,https://doi.org/10.1016/j.ijhydene.2018.09.148,challenges arising from the use of tio2/rgo/pt photocatalysts to produce hydrogen from crude glycerol compared to synthetic glycerol,international journal of hydrogen energy,2019.0,ribao et al.,needs_review,"catalyst loading calc: 0.83 g/l × 120.0 ml = 99.60 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff); doi resolved via crossref api",high,medium,high,high,medium,low,high,0.5,804929658db19fc7,3.2,4.21,86.0,1.0,3.89,4.9,-2.0,130.0,2.0,3.0,9.328745436354804
231,tio2,,,100.0,,la,3.0,nanoparticle,anatase,3.17,3wt%la/tio2,,,0.0,sol-gel,500.0,3.0,visible,xe lamp,35.0,35 w,420.0,1,0,0,0,1,0.83,99.6,0.83 g/l,120.0,10.0,1.3693,10 vol%,25.0,,7895 μmol g⁻¹ h⁻¹,7895.0,10.1016/j.ijhydene.2018.09.148,https://doi.org/10.1016/j.ijhydene.2018.09.148,challenges arising from the use of tio2/rgo/pt photocatalysts to produce hydrogen from crude glycerol compared to synthetic glycerol,international journal of hydrogen energy,2019.0,ribao et al.,needs_review,"catalyst loading calc: 0.83 g/l × 120.0 ml = 99.60 mg; glycerol std: (10.0/100×1261)/92.09 = 1.3693 m; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff); doi resolved via crossref api",high,medium,high,high,medium,low,high,0.5,a0c3286ef8ded49e,3.2,4.21,86.0,1.0,3.89,4.9,-2.0,130.0,2.0,3.0,8.974111581113318
686,tio2,niox,,90.0,,,,nanoparticle,anatase-rutile,2.17,tio2/niox,,,0.0,impregnation,450.0,3.0,uv,hg lamp,500.0,500 w,,0,1,0,1,0,1.7,20.4,1.7 g/l,12.0,16.6,2.2731,16.6 vol%,50.0,,887.06 μmol g⁻¹ h⁻¹,887.06,10.1016/j.apcatb.2013.06.024,https://doi.org/10.1016/j.apcatb.2013.06.024,photocatalytic hydrogen production from glycerol and water with niox/tio2 catalysts,applied catalysis b: environmental,2014.0,liu and s. fujita and m. arai,needs_review,catalyst loading calc: 1.7 g/l × 12.0 ml = 20.40 mg; glycerol std: (16.6/100×1261)/92.09 = 2.2731 m; co_catalyst set to 'none': bare semiconductor; doi resolved via crossref api,high,medium,high,high,low,low,high,0.5,7c8f896ca580dbd3,3.2,4.21,86.0,1.0,3.89,0.0,0.0,0.0,0.0,0.0,6.789039308277152
685,tio2,niox,,90.0,,,,nanoparticle,anatase-rutile,2.17,tio2/niox,,,0.0,impregnation,250.0,3.0,uv,hg lamp,500.0,500 w,,0,1,0,1,0,1.7,20.4,1.7 g/l,12.0,16.6,2.2731,16.6 vol%,50.0,,712.94 μmol g⁻¹ h⁻¹,712.94,10.1016/j.apcatb.2013.06.024,https://doi.org/10.1016/j.apcatb.2013.06.024,photocatalytic hydrogen production from glycerol and water with niox/tio2 catalysts,applied catalysis b: environmental,2014.0,liu and s. fujita and m. arai,needs_review,catalyst loading calc: 1.7 g/l × 12.0 ml = 20.40 mg; glycerol std: (16.6/100×1261)/92.09 = 2.2731 m; co_catalyst set to 'none': bare semiconductor; doi resolved via crossref api,high,medium,high,high,low,low,high,0.5,ee9566f3e1d73ab4,3.2,4.21,86.0,1.0,3.89,0.0,0.0,0.0,0.0,0.0,6.570798925195117
684,tio2,niox,,90.0,,,,nanoparticle,anatase-rutile,,tio2/niox,,,0.0,impregnation,650.0,3.0,uv,hg lamp,500.0,500 w,,0,1,0,1,0,1.7,20.4,1.7 g/l,12.0,16.6,2.2731,16.6 vol%,50.0,,188.24 μmol g⁻¹ h⁻¹,188.24,10.1016/j.apcatb.2013.06.024,https://doi.org/10.1016/j.apcatb.2013.06.024,photocatalytic hydrogen production from glycerol and water with niox/tio2 catalysts,applied catalysis b: environmental,2014.0,liu and s. fujita and m. arai,needs_review,catalyst loading calc: 1.7 g/l × 12.0 ml = 20.40 mg; glycerol std: (16.6/100×1261)/92.09 = 2.2731 m; co_catalyst set to 'none': bare semiconductor; doi resolved via crossref api,high,medium,high,high,low,low,low,0.5,d9b9abe4c5f4219b,3.2,4.21,86.0,1.0,3.89,0.0,0.0,0.0,0.0,0.0,5.2430160507629475
683,tio2,,,100.0,,,,nanoparticle,anatase-rutile,2.17,tio2,,,0.0,impregnation,450.0,3.0,uv,hg lamp,500.0,500 w,,0,1,0,1,0,1.7,20.4,1.7 g/l,12.0,16.6,2.2731,16.6 vol%,50.0,,312.94 μmol g⁻¹ h⁻¹,312.94,10.1016/j.apcatb.2013.06.024,https://doi.org/10.1016/j.apcatb.2013.06.024,photocatalytic hydrogen production from glycerol and water with niox/tio2 catalysts,applied catalysis b: environmental,2014.0,liu and s. fujita and m. arai,needs_review,catalyst loading calc: 1.7 g/l × 12.0 ml = 20.40 mg; glycerol std: (16.6/100×1261)/92.09 = 2.2731 m; co_catalyst set to 'none': bare semiconductor; doi resolved via crossref api,high,medium,high,high,low,low,high,0.5,41a44457bb086a7d,3.2,4.21,86.0,1.0,3.89,0.0,0.0,0.0,0.0,0.0,5.749201884847061
682,tio2,,,100.0,,,,nanoparticle,anatase-rutile,2.17,tio2,,,0.0,impregnation,250.0,3.0,uv,hg lamp,500.0,500 w,,0,1,0,1,0,1.7,20.4,1.7 g/l,12.0,16.6,2.2731,16.6 vol%,50.0,,164.71 μmol g⁻¹ h⁻¹,164.71,10.1016/j.apcatb.2013.06.024,https://doi.org/10.1016/j.apcatb.2013.06.024,photocatalytic hydrogen production from glycerol and water with niox/tio2 catalysts,applied catalysis b: environmental,2014.0,liu and s. fujita and m. arai,needs_review,catalyst loading calc: 1.7 g/l × 12.0 ml = 20.40 mg; glycerol std: (16.6/100×1261)/92.09 = 2.2731 m; co_catalyst set to 'none': bare semiconductor; doi resolved via crossref api,high,medium,high,high,low,low,high,0.5,880f58605b47a5d0,3.2,4.21,86.0,1.0,3.89,0.0,0.0,0.0,0.0,0.0,5.110239272641702
681,tio2,,,100.0,,,,nanoparticle,anatase-rutile,,tio2,,,0.0,impregnation,,0.0,uv,hg lamp,500.0,500 w,,0,1,0,1,0,1.7,20.4,1.7 g/l,12.0,16.6,2.2731,16.6 vol%,50.0,,131.76 μmol g⁻¹ h⁻¹,131.76,10.1016/j.apcatb.2013.06.024,https://doi.org/10.1016/j.apcatb.2013.06.024,photocatalytic hydrogen production from glycerol and water with niox/tio2 catalysts,applied catalysis b: environmental,2014.0,liu and s. fujita and m. arai,needs_review,catalyst loading calc: 1.7 g/l × 12.0 ml = 20.40 mg; glycerol std: (16.6/100×1261)/92.09 = 2.2731 m; co_catalyst set to 'none': bare semiconductor; doi resolved via crossref api,high,medium,high,high,low,low,low,0.5,982998611d715e45,3.2,4.21,86.0,1.0,3.89,0.0,0.0,0.0,0.0,0.0,4.888542986851774
614,zno,zns,pds,76.0,20.4,,,nanocomposite,,3.24,zno/zns,water bath,,0.0,chemical conversion,,0.0,uv,hg lamp,125.0,125 w,,0,1,0,1,0,6.0,60.0,6 g/l,10.0,5.0,0.6847,5 vol%,60.0,,649.12 μmol g⁻¹ h⁻¹,649.12,10.1007/s11051-020-04989-2,https://doi.org/10.1007/s11051-020-04989-2,one-step sol-gel synthesis of pbtio3 nanosheets and photocatalytic enhancement through decoration by platinum,journal of nanoparticle research,2020.0,kadi and m. w. and r. m. mohamed,needs_review,catalyst loading calc: 6.0 g/l × 10.0 ml = 60.00 mg; glycerol std: (5.0/100×1261)/92.09 = 0.6847 m; co_catalyst set to 'none': bare semiconductor; doi resolved via crossref api,high,medium,high,high,low,low,high,0.5,7b57c6b4aa7048e2,3.37,4.35,8.5,3.0,5.61,0.0,0.0,0.0,0.0,0.0,6.477156961234975
613,zno,zns,pds,76.0,20.4,,,nanocomposite,,3.24,zno/zns,water bath,,0.0,chemical conversion,,0.0,uv,hg lamp,125.0,125 w,,0,1,0,1,0,6.0,60.0,6 g/l,10.0,5.0,0.6847,5 vol%,40.0,,354.42 μmol g⁻¹ h⁻¹,354.42,10.1007/s11051-020-04989-2,https://doi.org/10.1007/s11051-020-04989-2,one-step sol-gel synthesis of pbtio3 nanosheets and photocatalytic enhancement through decoration by platinum,journal of nanoparticle research,2020.0,kadi and m. w. and r. m. mohamed,needs_review,catalyst loading calc: 6.0 g/l × 10.0 ml = 60.00 mg; glycerol std: (5.0/100×1261)/92.09 = 0.6847 m; co_catalyst set to 'none': bare semiconductor; doi resolved via crossref api,high,medium,high,high,low,low,high,0.5,9d9e5092c49e17f1,3.37,4.35,8.5,3.0,5.61,0.0,0.0,0.0,0.0,0.0,5.87330018875734
